what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.usagedata.recording,1.1.1.R201001291118,"org.eclipse.epp.usagedata.recording",1291587755965
started,bundle,org.eclipse.equinox.app,1.2.1.R35x_v20091203,"org.eclipse.equinox.app",1291587755965
started,bundle,org.eclipse.equinox.common,3.5.1.R35x_v20090807-1100,"org.eclipse.equinox.common",1291587755965
started,bundle,org.eclipse.equinox.ds,1.1.1.R35x_v20090806,"org.eclipse.equinox.ds",1291587755965
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.100.v20090520-1905,"org.eclipse.equinox.frameworkadmin",1291587755965
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.101.R35x_v20091214,"org.eclipse.equinox.frameworkadmin.equinox",1291587755965
started,bundle,org.eclipse.equinox.p2.core,1.0.101.R35x_v20090819,"org.eclipse.equinox.p2.core",1291587755965
started,bundle,org.eclipse.equinox.p2.director,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.director",1291587755965
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.100.v20090525,"org.eclipse.equinox.p2.directorywatcher",1291587755965
started,bundle,org.eclipse.equinox.p2.engine,1.0.102.R35x_v20091117,"org.eclipse.equinox.p2.engine",1291587755965
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.exemplarysetup",1291587755965
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.garbagecollector",1291587755965
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.0.101.R35x_v20090812,"org.eclipse.equinox.p2.metadata.repository",1291587755965
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.reconciler.dropins",1291587755965
started,bundle,org.eclipse.equinox.p2.repository,1.0.1.R35x_v20100105,"org.eclipse.equinox.p2.repository",1291587755965
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.scheduler",1291587755965
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.0.v20090520-1905,"org.eclipse.equinox.p2.updatechecker",1291587755965
started,bundle,org.eclipse.equinox.preferences,3.2.301.R35x_v20091117,"org.eclipse.equinox.preferences",1291587755965
started,bundle,org.eclipse.equinox.registry,3.4.100.v20090520-1800,"org.eclipse.equinox.registry",1291587755965
started,bundle,org.eclipse.equinox.security,1.0.100.v20090520-1800,"org.eclipse.equinox.security",1291587755965
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,1.0.101.R35x_v20100209,"org.eclipse.equinox.simpleconfigurator.manipulator",1291587755965
started,bundle,org.eclipse.equinox.util,1.0.100.v20090520-1800,"org.eclipse.equinox.util",1291587755965
started,bundle,org.eclipse.help,3.4.1.v20090805_35x,"org.eclipse.help",1291587755965
started,bundle,org.eclipse.jdt.core,3.5.2.v_981_R35x,"org.eclipse.jdt.core",1291587755965
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20090603,"org.eclipse.jdt.core.manipulation",1291587755965
started,bundle,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui",1291587755965
started,bundle,org.eclipse.jface,3.5.2.M20100120-0800,"org.eclipse.jface",1291587755965
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1291587755965
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1291587755965
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1291587755965
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1291587755965
started,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1291587755965
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1291587755965
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1291587755965
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1291587755965
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1291587755965
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1291587755965
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1291587755965
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1291587755965
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1291587755965
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1291587755965
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1291587755965
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1291587755965
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1291587755965
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1291587755965
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1291587755965
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1291587755965
started,bundle,com.google.appengine.eclipse.core,1.3.3.v201006111302,"com.google.appengine.eclipse.core",1291587755965
started,bundle,com.google.gdt.eclipse.core,1.3.3.v201006111302,"com.google.gdt.eclipse.core",1291587755965
started,bundle,com.google.gdt.eclipse.platform.shared,1.3.3.v201006111302,"com.google.gdt.eclipse.platform.shared",1291587755965
started,bundle,com.google.gdt.eclipse.suite,1.3.3.v201006111302,"com.google.gdt.eclipse.suite",1291587755965
started,bundle,com.google.gwt.eclipse.core,1.3.3.v201006111302,"com.google.gwt.eclipse.core",1291587755965
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1291587755965
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1291587755965
started,bundle,com.python.pydev,1.6.3.2010100513,"com.python.pydev",1291587755965
started,bundle,com.python.pydev.analysis,1.6.3.2010100513,"com.python.pydev.analysis",1291587755965
started,bundle,com.python.pydev.codecompletion,1.6.3.2010100513,"com.python.pydev.codecompletion",1291587755965
started,bundle,com.python.pydev.refactoring,1.6.3.2010100513,"com.python.pydev.refactoring",1291587755965
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1291587755965
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1291587755965
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1291587755965
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1291587755965
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1291587755965
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1291587755965
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1291587755965
started,bundle,org.python.pydev,1.6.3.2010100513,"org.python.pydev",1291587755965
started,bundle,org.python.pydev.core,1.6.3.2010100513,"org.python.pydev.core",1291587755965
started,bundle,org.python.pydev.debug,1.6.3.2010100513,"org.python.pydev.debug",1291587755965
started,bundle,org.python.pydev.django,1.6.3.2010100513,"org.python.pydev.django",1291587755965
started,bundle,org.python.pydev.jython,1.6.3.2010100513,"org.python.pydev.jython",1291587755965
started,bundle,org.python.pydev.parser,1.6.3.2010100513,"org.python.pydev.parser",1291587755965
started,bundle,org.python.pydev.red_core,1.6.3.2010100513,"org.python.pydev.red_core",1291587755965
started,bundle,org.python.pydev.refactoring,1.6.3.2010100513,"org.python.pydev.refactoring",1291587755965
os,sysinfo,,,"macosx",1291587755968
arch,sysinfo,,,"x86",1291587755968
ws,sysinfo,,,"cocoa",1291587755968
locale,sysinfo,,,"en_US",1291587755968
processors,sysinfo,,,"2",1291587755968
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1291587755968
java.runtime.version,sysinfo,,,"1.5.0_13-b05-237",1291587755968
java.specification.name,sysinfo,,,"Java Platform API Specification",1291587755968
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1291587755968
java.specification.version,sysinfo,,,"1.5",1291587755968
java.vendor,sysinfo,,,"Apple Inc.",1291587755968
java.version,sysinfo,,,"1.5.0_13",1291587755968
java.vm.info,sysinfo,,,"mixed mode",1291587755968
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1291587755968
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1291587755968
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1291587755968
java.vm.specification.version,sysinfo,,,"1.0",1291587755968
java.vm.vendor,sysinfo,,,"Apple Inc.",1291587755968
java.vm.version,sysinfo,,,"1.5.0_13-119",1291587755968
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1291587797745
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1291587800785
started,bundle,org.eclipse.wst.html.core,1.1.300.v200903120608,"org.eclipse.wst.html.core",1291587800837
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291587903136
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291587909174
started,bundle,org.python.pydev.customizations,1.6.3.2010100513,"org.python.pydev.customizations",1291587915836
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291587917464
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291587921227
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1291587921296
started,bundle,com.python.pydev.debug,1.6.3.2010100513,"com.python.pydev.debug",1291587921915
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1291587921965
opened,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1291587938802
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1291587939272
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1291587947085
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291588009080
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291588212850
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291588235956
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595280147
started,bundle,org.eclipse.wst.xml.core,1.1.402.v201001222130,"org.eclipse.wst.xml.core",1291595282958
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1291595283061
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1291595283113
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1291595295605
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1291595337800
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595340711
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595358082
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595358155
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595363292
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595364940
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595369189
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1291595371655
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1291595373798
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1291595374052
started,bundle,com.google.gdt.eclipse.platform.e35,1.3.3.v201006111302,"com.google.gdt.eclipse.platform.e35",1291595374205
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595388619
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595395428
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1291595414142
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595415804
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595419122
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1291595429544
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1291595438285
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595439439
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595469860
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1291595477035
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1291595478090
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1291595490306
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1291595495881
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595508447
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595509467
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.OpenDebugConfigurations",1291595509511
activated,editor,org.python.pydev,1.6.3.2010100513,"org.python.pydev.editor.PythonEditor",1291595527623
executed,command,,,"AUTOGEN:::org.python.pydev.debug.BreakpointRulerActions/org.python.pydev.debug.BreakpointRulerAction",1291595528504
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595532693
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595538049
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1291595547423
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1291595581477
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595583501
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595589308
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1291595611374
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595612804
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595619921
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595633705
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1291595652618
